CustomerID,Gender,Age,Married,Number of Dependents,Zip Code,Number of Referrals,Tenure in Months,Offer,Phone Service,Internet Service,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Customer Status,Churn Category,Churn Reason
5312-UXESG,Female,43,No,0,92203,0,41,Offer B,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.05,5187.389999999999,0.0,Stayed,,
5313-FPXWG,Male,58,No,0,93271,0,51,Offer B,Yes,No,One Year,Yes,Bank Withdrawal,24.6,3018.76,47.91,Stayed,,
5315-CKEQK,Male,73,Yes,2,94546,1,28,None,Yes,Yes,One Year,Yes,Bank Withdrawal,51.0,1593.6799999999998,0.0,Stayed,,
5317-FLPJF,Female,25,No,0,91001,0,66,Offer A,No,Yes,Two Year,Yes,Bank Withdrawal,61.35,4323.4,0.0,Stayed,,
5318-IXUZF,Female,50,No,0,90277,0,2,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.15,196.15,0.0,Churned,Other,Don't know
5318-YKDPV,Male,62,Yes,0,93653,1,43,None,Yes,Yes,Two Year,Yes,Credit Card,79.15,5333.04,0.0,Stayed,,
5320-BRKGK,Female,28,Yes,2,92027,1,58,Offer B,Yes,Yes,Two Year,No,Credit Card,75.8,4582.21,0.0,Stayed,,
5321-NTRKC,Male,25,Yes,1,93953,8,66,Offer A,Yes,Yes,Two Year,No,Bank Withdrawal,79.85,7545.61,0.0,Stayed,,
5322-TEUJK,Female,45,Yes,3,95430,5,71,None,Yes,Yes,Two Year,No,Bank Withdrawal,114.6,8448.86,0.0,Stayed,,
5322-ZSMZY,Male,26,Yes,3,95457,7,31,None,Yes,No,Two Year,No,Credit Card,25.75,973.53,0.0,Stayed,,
5324-KTGCG,Male,55,Yes,0,94608,5,71,None,Yes,No,One Year,No,Bank Withdrawal,20.85,4721.969999999999,0.0,Stayed,,
5325-UWTWJ,Male,47,Yes,0,94707,4,31,Offer C,Yes,Yes,Month-to-Month,Yes,Credit Card,90.55,3624.77,0.0,Stayed,,
5327-CNLUQ,Male,33,Yes,0,96075,1,48,Offer B,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.9,4766.25,0.0,Stayed,,
5327-XOKKY,Male,79,Yes,0,93458,7,72,Offer A,Yes,Yes,Two Year,Yes,Credit Card,73.45,6139.72,0.0,Stayed,,
5329-KRDTM,Male,73,Yes,0,95335,4,72,Offer A,Yes,Yes,Two Year,No,Credit Card,77.35,7821.21,0.0,Stayed,,
5331-RGMTT,Male,67,Yes,0,95468,0,54,None,Yes,Yes,Month-to-Month,Yes,Credit Card,99.05,7413.62,0.0,Stayed,,
5334-AFQJB,Male,66,No,0,93065,0,72,Offer A,Yes,No,Two Year,Yes,Credit Card,25.1,1960.54,0.0,Stayed,,
5334-JLAXU,Female,44,Yes,0,95231,8,60,Offer B,Yes,Yes,Month-to-Month,Yes,Credit Card,94.1,6408.299999999999,0.0,Stayed,,
5336-UFNZP,Female,65,Yes,3,91755,7,65,Offer B,Yes,Yes,One Year,Yes,Bank Withdrawal,107.45,8320.2,0.0,Stayed,,
5337-IIWKZ,Male,35,Yes,3,93666,2,34,Offer C,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,1442.6,0.0,Stayed,,
5338-YHWYT,Male,45,No,1,92115,0,37,None,Yes,Yes,Two Year,No,Credit Card,61.45,4261.98,48.79,Stayed,,
5339-PXDVH,Male,43,No,0,95930,0,4,Offer E,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.65,494.23,0.0,Stayed,,
5339-TJFEK,Male,22,Yes,1,95407,8,62,Offer B,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,7551.7,0.0,Stayed,,
5343-SGUBI,Female,43,No,0,94518,0,52,Offer B,Yes,Yes,One Year,Yes,Credit Card,80.2,6528.400000000001,0.0,Stayed,,
5345-BMKWB,Male,29,Yes,0,94122,9,8,None,Yes,No,Month-to-Month,No,Credit Card,20.25,198.19,0.0,Stayed,,
5346-BZCHP,Female,19,Yes,2,92242,0,69,Offer A,Yes,No,Two Year,No,Credit Card,19.4,3083.62,0.0,Stayed,,
5348-CAGXB,Male,60,No,0,92614,0,12,Offer D,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,1422.07,0.0,Stayed,,
5349-AZPEW,Female,40,Yes,3,92131,3,5,Offer E,No,Yes,Month-to-Month,No,Credit Card,25.05,125.5,0.0,Stayed,,
5349-IECLD,Male,61,No,0,95111,0,2,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.95,230.2,0.0,Churned,Competitor,Competitor had better devices
5351-QESIO,Male,64,No,2,92122,0,1,Offer E,No,Yes,Month-to-Month,No,Mailed Check,24.2,24.2,0.0,Joined,,
5353-WILCI,Female,51,No,0,95206,0,28,Offer C,Yes,Yes,Month-to-Month,No,Bank Withdrawal,56.05,2867.73,0.0,Stayed,,
5356-CSVSQ,Female,20,No,0,91750,0,3,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.6,297.16999999999996,0.0,Joined,,
5356-KZCKT,Male,42,No,0,90503,0,58,Offer B,Yes,No,Two Year,Yes,Credit Card,24.45,1651.6399999999999,0.0,Stayed,,
5356-RHIPP,Male,38,No,0,93618,0,1,Offer E,Yes,No,Month-to-Month,Yes,Credit Card,20.2,65.69,0.0,Churned,Competitor,Competitor made better offer
5357-TZHPP,Male,67,No,0,95692,0,9,None,Yes,Yes,Month-to-Month,Yes,Credit Card,84.4,1009.7,0.0,Churned,Attitude,Attitude of support person
5360-LJCNJ,Female,37,Yes,0,95376,4,71,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.15,8357.66,0.0,Stayed,,
5360-XGYAZ,Male,32,Yes,1,90040,1,72,None,No,Yes,Two Year,Yes,Bank Withdrawal,65.65,4724.5,0.0,Stayed,,
5364-EVNIB,Male,61,No,0,92868,0,13,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8,1374.89,0.0,Churned,Dissatisfaction,Service dissatisfaction
5364-XYIRR,Male,44,Yes,0,90013,1,51,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,5887.83,0.0,Churned,Competitor,Competitor had better devices
5365-LLFYV,Female,43,No,0,95663,0,2,Offer E,Yes,Yes,Month-to-Month,Yes,Credit Card,45.85,116.53999999999999,0.0,Joined,,
5366-IJEQJ,Male,20,No,0,92109,0,20,Offer D,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.7,1872.25,0.0,Churned,Other,Don't know
5366-OBVMR,Female,42,Yes,0,90027,4,18,Offer D,Yes,Yes,Month-to-Month,Yes,Credit Card,50.3,1556.03,0.0,Stayed,,
5370-IIVVL,Male,26,No,0,95333,0,37,Offer C,Yes,Yes,One Year,Yes,Credit Card,104.5,5210.64,0.0,Stayed,,
5371-VYLSX,Female,65,No,0,90814,0,50,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.4,6513.2,0.0,Stayed,,
5372-FBKBN,Female,38,No,2,95111,0,21,Offer D,Yes,No,Month-to-Month,No,Credit Card,20.75,634.48,0.0,Stayed,,
5373-SFODM,Male,65,Yes,0,93954,1,36,None,Yes,Yes,Month-to-Month,Yes,Credit Card,85.25,4016.19,0.0,Churned,Dissatisfaction,Product dissatisfaction
5375-XLDOF,Male,24,Yes,3,92233,7,69,Offer A,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.35,10295.73,0.0,Stayed,,
5376-DEQCP,Female,48,No,0,92126,0,1,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.6,97.72,0.0,Churned,Competitor,Competitor made better offer
5376-PCKNB,Male,35,Yes,1,91763,5,72,Offer A,Yes,Yes,One Year,Yes,Credit Card,104.45,8848.28,0.0,Stayed,,
5377-NDTOU,Female,26,Yes,0,90732,3,71,Offer A,Yes,Yes,Two Year,No,Credit Card,91.05,6968.25,0.0,Stayed,,
5378-IKEEG,Female,47,No,0,96110,0,1,Offer E,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.75,35.75,0.0,Churned,Price,Price too high
5380-AFSSK,Female,44,No,0,96008,0,5,None,Yes,Yes,Month-to-Month,Yes,Mailed Check,93.9,719.1,0.0,Churned,Other,Don't know
5380-WJKOV,Male,51,No,1,90041,0,34,Offer C,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,4286.71,0.0,Churned,Competitor,Competitor offered higher download speeds
5380-XPJNZ,Female,22,No,0,94103,0,38,None,Yes,No,One Year,No,Credit Card,20.05,2222.52,0.0,Stayed,,
5382-SOYZL,Male,39,No,0,94519,0,22,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,2407.9,0.0,Stayed,,
5382-TEMLV,Male,45,No,0,93247,0,45,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,3171.1000000000004,0.0,Stayed,,
5383-MMTWC,Female,75,Yes,0,94561,1,8,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.0,981.8,0.0,Churned,Dissatisfaction,Limited range of services
5384-ZTTWP,Female,49,Yes,1,95991,4,15,Offer D,Yes,No,Month-to-Month,No,Mailed Check,19.8,534.4,18.55,Stayed,,
5385-SUIRI,Male,69,Yes,0,95315,0,52,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.2,7523.55,0.0,Churned,Competitor,Competitor offered higher download speeds
5386-THSLQ,Female,65,Yes,0,90402,0,66,Offer A,No,Yes,One Year,No,Bank Withdrawal,45.55,3027.25,0.0,Stayed,,
5387-ASZNZ,Female,72,No,0,95312,0,66,Offer A,Yes,Yes,One Year,Yes,Credit Card,-8.0,6582.030000000001,0.0,Stayed,,
5389-FFVKB,Male,71,Yes,0,91360,1,32,None,Yes,Yes,Month-to-Month,Yes,Credit Card,80.3,2549.61,0.0,Churned,Dissatisfaction,Service dissatisfaction
5392-AKEMH,Female,50,No,0,92083,0,12,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,897.74,0.0,Stayed,,
5393-HJZSM,Female,54,Yes,1,94129,1,32,Offer C,Yes,Yes,Month-to-Month,No,Bank Withdrawal,76.3,3441.91,0.0,Stayed,,
5393-RXQSZ,Male,40,No,0,93268,0,1,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.6,98.91999999999999,0.0,Churned,Attitude,Attitude of support person
5394-MEITZ,Female,26,Yes,0,92625,5,60,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.6,5786.7,0.0,Stayed,,
5394-SVGJV,Male,27,No,0,95838,0,37,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.8,4612.1900000000005,0.0,Churned,Competitor,Competitor made better offer
5396-IZEPB,Male,37,No,0,93067,0,9,Offer E,Yes,No,Month-to-Month,No,Credit Card,19.7,404.71,0.0,Stayed,,
5397-NSKQG,Male,39,Yes,2,94022,2,67,Offer A,No,Yes,Two Year,No,Credit Card,50.9,3281.65,0.0,Stayed,,
5397-TUPSH,Male,76,Yes,0,90745,6,65,None,Yes,Yes,One Year,Yes,Bank Withdrawal,70.95,6419.4,7.43,Stayed,,
5399-ZIMKF,Male,58,No,0,93452,0,5,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,547.7,0.0,Stayed,,
5402-HTOTQ,Male,43,No,0,96058,0,16,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.3,967.99,0.0,Stayed,,
5404-GGUKR,Male,39,No,0,93460,0,5,Offer E,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,51.35,348.1,0.0,Stayed,,
5405-ZMYXQ,Female,21,No,0,90019,0,8,Offer E,Yes,Yes,Month-to-Month,Yes,Credit Card,74.6,559.14,0.0,Stayed,,
5406-KGRMX,Female,30,No,0,93627,0,71,None,Yes,No,Two Year,No,Bank Withdrawal,24.55,1908.0100000000002,0.0,Stayed,,
5414-OFQCB,Male,34,No,0,93230,0,57,None,Yes,Yes,Two Year,Yes,Credit Card,90.45,7053.6900000000005,0.0,Stayed,,
5419-CONWX,Female,65,No,0,95668,0,4,None,Yes,Yes,Month-to-Month,Yes,Credit Card,99.8,493.57000000000005,0.0,Churned,Competitor,Competitor had better devices
5419-JKZNQ,Male,65,Yes,0,91941,1,30,None,Yes,Yes,Month-to-Month,No,Mailed Check,77.9,2437.25,0.0,Stayed,,
5419-JPRRN,Male,32,No,0,95975,0,1,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.45,111.83,0.0,Churned,Price,Extra data charges
5419-KLXBN,Female,36,Yes,0,92117,1,25,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,2873.75,0.0,Churned,Competitor,Competitor made better offer
5423-BHIXO,Female,42,No,0,91103,0,32,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,2764.24,0.0,Stayed,,
5424-RLQLC,Male,36,No,0,92003,0,10,Offer D,Yes,Yes,Month-to-Month,Yes,Credit Card,59.65,743.75,0.0,Stayed,,
5429-LWCMV,Female,52,No,0,90248,0,12,Offer D,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,1544.31,0.0,Stayed,,
5433-KYGHE,Female,53,No,1,93424,0,14,Offer D,Yes,Yes,Month-to-Month,Yes,Mailed Check,86.0,1832.13,0.0,Stayed,,
5438-QMDDL,Female,20,Yes,0,95226,3,19,None,Yes,Yes,Month-to-Month,Yes,Credit Card,59.8,1288.55,0.0,Stayed,,
5439-WIKXB,Male,65,Yes,0,91321,8,41,Offer B,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.55,5796.3099999999995,0.0,Stayed,,
5440-FLBQG,Male,69,Yes,0,93110,1,69,Offer A,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.4,10690.92,0.0,Churned,Attitude,Attitude of service provider
5440-VHLUL,Male,48,No,0,94710,0,69,Offer A,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,10461.380000000001,0.0,Stayed,,
5442-BHQNG,Female,32,No,0,95606,0,2,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.35,228.79000000000002,0.0,Joined,,
5442-BXVND,Female,49,Yes,2,92117,2,33,None,Yes,No,Month-to-Month,No,Bank Withdrawal,24.25,1167.51,0.0,Stayed,,
5442-PPTJY,Male,44,Yes,3,91006,7,12,Offer D,Yes,No,Two Year,No,Credit Card,19.7,314.87,0.0,Stayed,,
5442-UTCVD,Male,53,No,0,94565,0,3,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.85,388.21000000000004,0.0,Churned,Attitude,Attitude of service provider
5442-XSDCW,Male,61,Yes,0,92130,1,11,Offer D,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5,1065.13,0.0,Churned,Competitor,Competitor made better offer
5443-SCMKX,Female,49,Yes,0,91320,1,58,None,Yes,Yes,One Year,Yes,Bank Withdrawal,94.3,7000.19,5.55,Stayed,,
5445-GLVOT,Female,64,No,0,94904,0,22,Offer D,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.8,1742.71,0.0,Stayed,,
5445-PZWGX,Male,63,No,0,94535,0,62,Offer B,Yes,Yes,One Year,No,Bank Withdrawal,102.0,7140.21,0.0,Churned,Price,Price too high
5445-UTODQ,Female,35,Yes,0,92117,1,7,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.1,657.71,0.0,Churned,Competitor,Competitor made better offer
5446-DKWYW,Female,74,Yes,1,94103,9,61,Offer B,Yes,Yes,One Year,Yes,Bank Withdrawal,65.2,6362.96,0.0,Stayed,,
5447-VYTKW,Male,53,No,0,90064,0,27,None,Yes,Yes,Month-to-Month,No,Credit Card,53.45,1868.88,0.0,Stayed,,
5447-WZAFP,Female,22,No,0,92008,0,53,Offer B,Yes,Yes,One Year,Yes,Mailed Check,100.3,5642.29,0.0,Stayed,,
5448-VWNAM,Female,49,No,3,95966,0,19,Offer D,Yes,Yes,Month-to-Month,Yes,Credit Card,75.9,1527.98,0.0,Stayed,,
5449-FIBXJ,Male,34,Yes,0,95127,1,19,Offer D,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.3,2545.46,0.0,Churned,Price,Lack of affordable download/upload speed
5451-MHQOF,Male,64,Yes,0,90031,7,56,None,Yes,No,One Year,Yes,Mailed Check,24.45,3275.73,0.0,Stayed,,
5451-YHYPW,Female,75,Yes,0,94129,2,72,Offer A,Yes,Yes,Two Year,Yes,Credit Card,115.75,11795.78,0.0,Stayed,,
5453-AXEPF,Male,31,Yes,0,95134,7,17,Offer D,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,2130.9700000000003,0.0,Stayed,,
5453-YBTWV,Male,52,Yes,2,92557,10,70,None,Yes,Yes,Two Year,Yes,Credit Card,101.1,10471.7,0.0,Stayed,,
5456-ITGIC,Male,76,Yes,0,95650,9,72,None,No,Yes,Two Year,Yes,Credit Card,64.45,4641.1,0.0,Stayed,,
5457-COLHT,Male,48,Yes,3,94124,5,69,None,Yes,Yes,Two Year,No,Bank Withdrawal,80.65,8327.39,0.0,Stayed,,
5458-CQJTA,Male,56,Yes,0,95567,1,65,Offer B,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.8,7450.7,0.0,Churned,Dissatisfaction,Product dissatisfaction
5461-QKNTN,Male,71,Yes,0,95306,1,43,None,Yes,Yes,One Year,Yes,Bank Withdrawal,94.3,4150.52,0.0,Stayed,,
5465-BUBFA,Female,34,Yes,1,95317,1,41,Offer B,Yes,No,Two Year,No,Bank Withdrawal,19.3,1644.88,0.0,Stayed,,
5468-BPMMO,Male,59,Yes,0,95064,3,46,None,Yes,No,Month-to-Month,No,Bank Withdrawal,19.6,1590.42,0.0,Stayed,,
5469-CTCWN,Male,52,Yes,0,95912,1,61,None,Yes,Yes,One Year,Yes,Bank Withdrawal,106.0,9411.65,0.0,Churned,Competitor,Competitor offered higher download speeds
5469-NUJUR,Male,58,No,0,95595,0,19,None,Yes,No,Two Year,Yes,Credit Card,19.95,736.4,0.0,Stayed,,
5472-CVMDX,Female,21,No,0,94924,0,68,None,No,Yes,Two Year,No,Credit Card,38.9,2719.2,0.0,Stayed,,
5473-KHBPS,Female,53,Yes,3,90743,8,52,Offer B,Yes,Yes,One Year,Yes,Credit Card,95.7,5400.469999999999,0.0,Stayed,,
5474-LAMUQ,Male,56,Yes,0,90029,9,24,Offer C,Yes,No,One Year,No,Credit Card,20.1,1393.1,0.0,Stayed,,
5478-JJVZK,Female,38,No,0,95628,0,33,None,Yes,Yes,Month-to-Month,Yes,Credit Card,60.9,2551.62,0.0,Stayed,,
5480-HPRRX,Female,80,No,0,91740,0,3,None,No,Yes,Month-to-Month,No,Bank Withdrawal,25.3,77.75,0.0,Churned,Attitude,Attitude of support person
5480-TBGPH,Female,63,Yes,0,95842,0,24,None,Yes,Yes,Month-to-Month,Yes,Credit Card,99.3,3510.39,0.0,Churned,Competitor,Competitor offered more data
5480-XTFFL,Female,60,Yes,3,95041,3,31,Offer C,Yes,No,Two Year,No,Credit Card,21.0,1001.5,0.0,Stayed,,
5481-NTDOH,Female,67,Yes,0,90603,8,67,None,Yes,Yes,One Year,Yes,Credit Card,107.05,9719.99,0.0,Stayed,,
5482-NUPNA,Female,28,No,0,92251,0,4,None,Yes,Yes,Month-to-Month,Yes,Credit Card,60.4,344.27,0.0,Churned,Competitor,Competitor had better devices
5482-PLVPE,Female,79,No,0,94014,0,2,None,No,Yes,Month-to-Month,No,Bank Withdrawal,24.35,41.85,0.0,Churned,Competitor,Competitor had better devices
5482-VXSXJ,Male,50,No,0,96090,0,22,None,Yes,Yes,Month-to-Month,Yes,Credit Card,93.2,3180.3,0.0,Stayed,,
5485-ITNPC,Male,42,Yes,0,95333,2,66,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.9,6097.56,0.0,Stayed,,
5485-WUYWF,Male,73,No,0,94525,0,2,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.4,105.69,0.0,Churned,Price,Long distance charges
5493-SDRDQ,Male,19,No,0,95222,0,2,Offer E,Yes,Yes,Month-to-Month,Yes,Mailed Check,55.1,124.00999999999999,0.0,Churned,Competitor,Competitor made better offer
5494-HECPR,Female,34,No,0,95346,0,1,Offer E,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,113.17,0.0,Churned,Other,Moved
5494-WOZRZ,Female,40,Yes,0,92692,0,71,None,Yes,Yes,Two Year,Yes,Credit Card,82.0,8713.470000000001,0.0,Stayed,,
5495-GPSRW,Male,62,No,0,92252,0,20,None,Yes,No,Two Year,Yes,Credit Card,19.7,961.6,0.0,Stayed,,
5498-IBWPI,Female,34,Yes,2,93434,1,66,Offer A,Yes,Yes,One Year,Yes,Credit Card,49.4,6427.110000000001,0.0,Stayed,,
5498-TXHLF,Female,39,Yes,0,96096,1,34,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,87.45,4260.67,0.0,Churned,Price,Extra data charges
5499-ECUTN,Female,49,Yes,0,93263,1,47,None,Yes,Yes,One Year,Yes,Credit Card,66.05,3369.77,0.0,Stayed,,
5501-TVMGM,Male,21,No,0,96015,0,1,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.25,154.44,0.0,Joined,,
5502-RLUYV,Female,42,Yes,0,95035,1,69,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,10013.7,0.0,Churned,Competitor,Competitor made better offer
5504-WSIUR,Female,38,No,0,91914,0,70,None,Yes,Yes,One Year,Yes,Bank Withdrawal,90.25,7423.95,0.0,Stayed,,
5505-OVWQW,Female,35,No,0,95815,0,17,None,Yes,No,One Year,No,Mailed Check,20.15,428.10999999999996,0.0,Stayed,,
5510-BOIUJ,Male,35,No,7,93277,0,1,None,Yes,No,Month-to-Month,No,Credit Card,19.25,32.06,0.0,Churned,Attitude,Attitude of service provider
5512-IDZEI,Male,56,Yes,0,92841,1,46,None,Yes,No,One Year,No,Bank Withdrawal,24.9,2023.5,0.0,Stayed,,
5514-YQENT,Male,29,No,3,95765,0,41,None,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.15,5760.929999999999,0.0,Stayed,,
5515-AKOAJ,Female,38,No,0,90716,0,54,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.1,7699.719999999999,0.0,Churned,Dissatisfaction,Service dissatisfaction
5515-IDEJJ,Male,46,Yes,1,92126,4,1,Offer E,Yes,No,Month-to-Month,No,Mailed Check,19.9,65.67,0.0,Churned,Competitor,Competitor made better offer
5515-RUGKN,Male,63,No,0,90211,0,8,None,Yes,Yes,Month-to-Month,Yes,Credit Card,54.75,682.29,0.0,Stayed,,
5519-NPHVG,Female,53,No,0,96050,0,12,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,1319.1,7.39,Churned,Price,Price too high
5519-TEEUH,Male,51,No,3,92604,0,33,Offer C,Yes,No,One Year,Yes,Credit Card,20.15,1380.4299999999998,0.0,Stayed,,
5519-YLDGW,Female,57,Yes,0,90071,1,21,Offer D,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.9,2279.6099999999997,0.0,Churned,Dissatisfaction,Limited range of services
5520-FVEWJ,Female,28,Yes,0,95405,1,12,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,1404.46,0.0,Churned,Competitor,Competitor had better devices
5522-JBWMO,Male,62,No,2,92225,0,1,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,44.0,59.66,0.0,Joined,,
5522-NYKPB,Male,26,Yes,3,96013,0,25,Offer C,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.9,2493.8,0.0,Stayed,,
5524-KHNJP,Male,35,Yes,0,91205,7,33,Offer C,Yes,Yes,One Year,No,Credit Card,74.75,4065.3500000000004,0.0,Stayed,,
5527-ACHSO,Female,38,No,0,92865,0,11,None,Yes,Yes,Month-to-Month,No,Credit Card,70.5,1353.01,0.0,Stayed,,
5529-GIBVH,Female,57,No,0,95430,0,47,None,Yes,No,Two Year,No,Credit Card,20.15,1210.23,0.0,Stayed,,
5533-NHFRF,Male,75,No,0,95132,0,7,None,No,Yes,Two Year,Yes,Bank Withdrawal,44.4,265.8,0.0,Stayed,,
5533-RJFTJ,Male,22,No,0,93245,0,49,Offer B,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.2,1453.1,0.0,Stayed,,
5536-RTPWK,Male,54,Yes,0,94965,1,49,Offer B,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,5857.27,14.24,Churned,Competitor,Competitor offered higher download speeds
5536-SLHPM,Female,38,Yes,0,92592,5,55,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,77.75,5525.7,0.0,Churned,Competitor,Competitor made better offer
5537-UXXVS,Female,49,Yes,0,95621,0,20,Offer D,Yes,No,Month-to-Month,No,Bank Withdrawal,19.25,1335.85,0.0,Stayed,,
5539-HIVAK,Female,79,Yes,0,93626,8,28,None,Yes,No,Month-to-Month,No,Mailed Check,25.7,1450.56,0.0,Stayed,,
5539-TMZLF,Male,69,No,0,94520,0,1,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,103.59,0.0,Churned,Competitor,Competitor had better devices
5542-DHSXL,Female,36,Yes,0,95920,2,4,None,Yes,Yes,Month-to-Month,No,Credit Card,54.7,262.13,0.0,Stayed,,
5542-NKVRU,Female,24,No,0,95329,0,42,Offer B,Yes,No,Two Year,Yes,Bank Withdrawal,20.75,1613.47,0.0,Stayed,,
5542-TBBWB,Male,46,No,0,95453,0,1,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.9,89.26,0.0,Joined,,
5543-QDCRY,Male,38,No,0,94103,0,4,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56.4,317.89,0.0,Stayed,,
5546-BYZSM,Female,52,No,0,93022,0,41,Offer B,Yes,No,Month-to-Month,No,Bank Withdrawal,20.45,1410.28,0.0,Stayed,,
5546-QUERU,Male,42,No,0,91506,0,13,None,Yes,No,One Year,Yes,Credit Card,19.95,469.55,0.0,Stayed,,
5549-ZGHFB,Male,33,Yes,1,91205,3,50,None,Yes,No,Two Year,No,Credit Card,24.95,2376.45,0.0,Stayed,,
5550-VFRLC,Female,70,No,0,93021,0,1,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,153.3,0.0,Churned,Dissatisfaction,Limited range of services
5552-ZNFSJ,Male,49,No,0,95407,0,1,None,Yes,Yes,Month-to-Month,No,Bank Withdrawal,45.3,79.66999999999999,0.0,Churned,Dissatisfaction,Poor expertise of online support
5553-AOINX,Female,67,Yes,1,95228,6,66,None,Yes,Yes,One Year,Yes,Bank Withdrawal,104.9,9490.529999999999,0.0,Stayed,,
5555-RNPGT,Male,61,No,3,92316,0,10,Offer D,Yes,No,Month-to-Month,No,Credit Card,24.8,568.6,0.0,Stayed,,
5561-NWEVX,Female,78,Yes,0,90254,1,2,Offer E,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.2,208.31,0.0,Churned,Price,Price too high
5562-BETPV,Male,21,Yes,0,95249,1,1,Offer E,Yes,No,One Year,No,Mailed Check,19.65,43.06,0.0,Joined,,
5562-YJQGT,Female,57,No,0,91316,0,2,None,Yes,No,Month-to-Month,No,Credit Card,20.35,40.02,0.0,Joined,,
5564-NEMQO,Female,80,No,0,92274,0,1,Offer E,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.3,130.39,0.0,Churned,Dissatisfaction,Network reliability
5565-FILXA,Female,76,No,0,92027,0,16,None,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.15,2149.2,0.0,Churned,Other,Don't know
5566-SOEZD,Male,47,Yes,3,96119,1,27,None,Yes,Yes,One Year,Yes,Credit Card,80.65,2633.92,0.0,Stayed,,
